Date;Minutes Watched;Hours Watched;Total Watch Count;Series Watch Count;Movie Watch Count
2013-06-27;22;0.37;6;5;1;
2013-06-28;110;1.83;5;5;0;
2013-06-29;66;1.1;3;3;0;
2013-06-30;44;0.73;2;2;0;
2013-07-01;44;0.73;5;5;0;
2013-07-02;0;0.0;2;2;0;
2013-07-03;0;0.0;0;0;0;
2013-07-04;67;1.12;7;6;1;
2013-07-05;88;1.47;4;4;0;
2013-07-06;44;0.73;2;2;0;
2013-07-07;44;0.73;2;2;0;
2013-07-08;0;0.0;0;0;0;
2013-07-09;44;0.73;2;2;0;
2013-07-10;0;0.0;0;0;0;
2013-07-11;66;1.1;3;3;0;
2013-07-12;0;0.0;0;0;0;
2013-07-13;174;2.9;3;3;0;
2013-07-14;22;0.37;1;1;0;
2013-07-15;0;0.0;0;0;0;
2013-07-16;0;0.0;0;0;0;
2013-07-17;22;0.37;1;1;0;
2013-07-18;22;0.37;1;1;0;
2013-07-19;110;1.83;5;5;0;
2013-07-20;44;0.73;2;2;0;
2013-07-21;0;0.0;2;1;1;
2013-07-22;0;0.0;0;0;0;
2013-07-23;55;0.92;4;4;0;
2013-07-24;131;2.18;6;6;0;
2013-07-25;0;0.0;0;0;0;
2013-07-26;44;0.73;2;2;0;
2013-07-27;200;3.33;7;6;1;
2013-07-28;247;4.12;11;8;3;
2013-07-29;88;1.47;4;4;0;
2013-07-30;132;2.2;6;6;0;
2013-07-31;154;2.57;8;7;0;
2013-08-01;153;2.55;6;6;0;
2013-08-02;49;0.82;1;1;0;
2013-08-03;154;2.57;7;7;0;
2013-08-04;287;4.78;6;5;1;
2013-08-05;171;2.85;5;3;1;
2013-08-06;22;0.37;1;1;0;
2013-08-07;150;2.5;3;2;1;
2013-08-08;0;0.0;0;0;0;
2013-08-09;0;0.0;0;0;0;
2013-08-10;245;4.08;5;5;0;
2013-08-11;322;5.37;4;1;3;
2013-08-12;0;0.0;0;0;0;
2013-08-13;22;0.37;1;1;0;
2013-08-14;66;1.1;3;3;0;
2013-08-15;22;0.37;1;1;0;
2013-08-16;0;0.0;0;0;0;
2013-08-17;0;0.0;0;0;0;
2013-08-18;66;1.1;3;3;0;
2013-08-19;0;0.0;0;0;0;
2013-08-20;44;0.73;2;2;0;
2013-08-21;0;0.0;0;0;0;
2013-08-22;96;1.6;2;0;2;
2013-08-23;44;0.73;2;2;0;
2013-08-24;269;4.48;7;3;4;
2013-08-25;22;0.37;1;1;0;
2013-08-26;0;0.0;0;0;0;
2013-08-27;670;11.17;15;11;3;
2013-08-28;0;0.0;1;0;1;
2013-08-29;0;0.0;0;0;0;
2013-08-30;44;0.73;2;2;0;
2013-08-31;298;4.97;10;8;1;
2013-09-01;176;2.93;8;8;0;
2013-09-02;157;2.62;4;3;1;
2013-09-03;142;2.37;2;0;2;
2013-09-04;0;0.0;0;0;0;
2013-09-05;197;3.28;9;8;1;
2013-09-06;0;0.0;0;0;0;
2013-09-07;0;0.0;0;0;0;
2013-09-08;287;4.78;4;1;3;
2013-09-09;0;0.0;0;0;0;
2013-09-10;0;0.0;0;0;0;
2013-09-11;0;0.0;0;0;0;
2013-09-12;0;0.0;0;0;0;
2013-09-13;44;0.73;2;2;0;
2013-09-14;132;2.2;6;6;0;
2013-09-15;118;1.97;1;0;1;
2013-09-16;205;3.42;4;1;3;
2013-09-17;30;0.5;1;1;0;
2013-09-18;379;6.32;5;0;5;
2013-09-19;0;0.0;0;0;0;
2013-09-20;0;0.0;0;0;0;
2013-09-21;22;0.37;1;1;0;
2013-09-22;344;5.73;6;3;3;
2013-09-23;23;0.38;1;1;0;
2013-09-24;0;0.0;0;0;0;
2013-09-25;110;1.83;5;5;0;
2013-09-26;154;2.57;5;5;0;
2013-09-27;0;0.0;0;0;0;
2013-09-28;145;2.42;3;2;1;
2013-09-29;44;0.73;2;2;0;
2013-09-30;0;0.0;0;0;0;
2013-10-01;66;1.1;3;3;0;
2013-10-02;22;0.37;1;1;0;
2013-10-03;0;0.0;0;0;0;
2013-10-04;22;0.37;1;1;0;
2013-10-05;162;2.7;3;2;1;
2013-10-06;154;2.57;7;7;0;
2013-10-07;130;2.17;2;0;2;
2013-10-08;0;0.0;0;0;0;
2013-10-09;0;0.0;0;0;0;
2013-10-10;0;0.0;2;1;0;
2013-10-11;0;0.0;0;0;0;
2013-10-12;0;0.0;0;0;0;
2013-10-13;235;3.92;3;1;2;
2013-10-14;22;0.37;1;1;0;
2013-10-15;88;1.47;6;4;2;
2013-10-16;0;0.0;0;0;0;
2013-10-17;22;0.37;1;1;0;
2013-10-18;44;0.73;2;2;0;
2013-10-19;88;1.47;4;4;0;
2013-10-20;176;2.93;7;6;1;
2013-10-21;0;0.0;0;0;0;
2013-10-22;0;0.0;1;1;0;
2013-10-23;130;2.17;3;2;1;
2013-10-24;22;0.37;1;1;0;
2013-10-25;0;0.0;0;0;0;
2013-10-26;110;1.83;5;5;0;
2013-10-27;22;0.37;1;1;0;
2013-10-28;22;0.37;1;1;0;
2013-10-29;0;0.0;0;0;0;
2013-10-30;0;0.0;0;0;0;
2013-10-31;0;0.0;0;0;0;
2013-11-01;0;0.0;0;0;0;
2013-11-02;590;9.83;13;10;3;
2013-11-03;304;5.07;6;5;1;
2013-11-04;132;2.2;3;3;0;
2013-11-05;0;0.0;0;0;0;
2013-11-06;44;0.73;1;1;0;
2013-11-07;176;2.93;6;6;0;
2013-11-08;132;2.2;3;3;0;
2013-11-09;141;2.35;2;1;1;
2013-11-10;183;3.05;3;1;2;
2013-11-11;0;0.0;0;0;0;
2013-11-12;101;1.68;2;1;1;
2013-11-13;0;0.0;0;0;0;
2013-11-14;0;0.0;0;0;0;
2013-11-15;0;0.0;0;0;0;
2013-11-16;0;0.0;0;0;0;
2013-11-17;0;0.0;0;0;0;
2013-11-18;0;0.0;0;0;0;
2013-11-19;66;1.1;3;3;0;
2013-11-20;0;0.0;0;0;0;
2013-11-21;0;0.0;0;0;0;
2013-11-22;198;3.3;9;9;0;
2013-11-23;100;1.67;2;1;1;
2013-11-24;0;0.0;0;0;0;
2013-11-25;360;6.0;6;6;0;
2013-11-26;22;0.37;1;1;0;
2013-11-27;331;5.52;3;0;3;
2013-11-28;97;1.62;1;0;1;
2013-11-29;0;0.0;0;0;0;
2013-11-30;242;4.03;3;0;3;
2013-12-01;111;1.85;1;0;1;
2013-12-02;0;0.0;1;0;0;
2013-12-03;0;0.0;0;0;0;
2013-12-04;0;0.0;0;0;0;
2013-12-05;0;0.0;0;0;0;
2013-12-06;0;0.0;0;0;0;
2013-12-07;221;3.68;2;0;2;
2013-12-08;158;2.63;2;1;1;
2013-12-09;0;0.0;0;0;0;
2013-12-10;0;0.0;0;0;0;
2013-12-11;88;1.47;1;0;1;
2013-12-12;0;0.0;0;0;0;
2013-12-13;0;0.0;0;0;0;
2013-12-14;0;0.0;0;0;0;
2013-12-15;386;6.43;4;0;4;
2013-12-16;0;0.0;0;0;0;
2013-12-17;294;4.9;3;0;3;
2013-12-18;44;0.73;4;4;0;
2013-12-19;83;1.38;1;0;1;
2013-12-20;0;0.0;0;0;0;
2013-12-21;199;3.32;6;4;2;
2013-12-22;175;2.92;3;1;2;
2013-12-23;100;1.67;1;0;1;
2013-12-24;0;0.0;0;0;0;
2013-12-25;86;1.43;2;1;1;
2013-12-26;143;2.38;5;4;1;
2013-12-27;0;0.0;0;0;0;
2013-12-28;0;0.0;0;0;0;
2013-12-29;88;1.47;4;4;0;
2013-12-30;339;5.65;4;0;4;
2013-12-31;0;0.0;0;0;0;
2014-01-01;263;4.38;3;1;2;
2014-01-02;104;1.73;3;3;0;
2014-01-03;97;1.62;1;0;1;
2014-01-04;88;1.47;4;4;0;
2014-01-05;205;3.42;7;5;1;
2014-01-06;44;0.73;2;2;0;
2014-01-07;110;1.83;5;5;0;
2014-01-08;110;1.83;5;5;0;
2014-01-09;697;11.62;7;0;7;
2014-01-10;0;0.0;0;0;0;
2014-01-11;315;5.25;5;4;1;
2014-01-12;226;3.77;3;1;2;
2014-01-13;0;0.0;0;0;0;
2014-01-14;141;2.35;1;0;1;
2014-01-15;94;1.57;1;0;1;
2014-01-16;0;0.0;0;0;0;
2014-01-17;0;0.0;0;0;0;
2014-01-18;103;1.72;1;0;1;
2014-01-19;854;14.23;12;2;9;
2014-01-20;282;4.7;4;1;3;
2014-01-21;414;6.9;4;0;4;
2014-01-22;76;1.27;1;0;1;
2014-01-23;0;0.0;0;0;0;
2014-01-24;90;1.5;1;0;1;
2014-01-25;0;0.0;0;0;0;
2014-01-26;0;0.0;0;0;0;
2014-01-27;0;0.0;0;0;0;
2014-01-28;90;1.5;1;0;1;
2014-01-29;332;5.53;5;1;4;
2014-01-30;497;8.28;5;0;5;
2014-01-31;124;2.07;2;1;1;
2014-02-01;563;9.38;11;10;1;
2014-02-02;413;6.88;7;4;3;
2014-02-03;449;7.48;4;0;4;
2014-02-04;214;3.57;2;0;2;
2014-02-05;644;10.73;8;1;7;
2014-02-06;0;0.0;0;0;0;
2014-02-07;0;0.0;0;0;0;
2014-02-08;0;0.0;0;0;0;
2014-02-09;291;4.85;3;0;3;
2014-02-10;0;0.0;0;0;0;
2014-02-11;467;7.78;5;0;5;
2014-02-12;83;1.38;1;0;1;
2014-02-13;0;0.0;0;0;0;
2014-02-14;0;0.0;0;0;0;
2014-02-15;125;2.08;3;3;0;
2014-02-16;0;0.0;0;0;0;
2014-02-17;141;2.35;5;2;3;
2014-02-18;0;0.0;0;0;0;
2014-02-19;45;0.75;2;1;1;
2014-02-20;44;0.73;1;1;0;
2014-02-21;0;0.0;0;0;0;
2014-02-22;0;0.0;0;0;0;
2014-02-23;0;0.0;0;0;0;
2014-02-24;182;3.03;3;2;1;
2014-02-25;316;5.27;4;0;4;
2014-02-26;135;2.25;1;0;1;
2014-02-27;0;0.0;0;0;0;
2014-02-28;81;1.35;1;0;1;
2014-03-01;0;0.0;0;0;0;
2014-03-02;402;6.7;4;0;4;
2014-03-03;0;0.0;0;0;0;
2014-03-04;593;9.88;6;0;6;
2014-03-05;358;5.97;4;0;4;
2014-03-06;291;4.85;3;0;3;
2014-03-07;0;0.0;0;0;0;
2014-03-08;0;0.0;0;0;0;
2014-03-09;97;1.62;2;0;1;
2014-03-10;502;8.37;5;0;5;
2014-03-11;138;2.3;2;1;1;
2014-03-12;137;2.28;3;2;1;
2014-03-13;0;0.0;0;0;0;
2014-03-14;336;5.6;3;0;3;
2014-03-15;0;0.0;0;0;0;
2014-03-16;89;1.48;1;0;1;
2014-03-17;243;4.05;2;0;2;
2014-03-18;300;5.0;3;0;3;
2014-03-19;0;0.0;0;0;0;
2014-03-20;0;0.0;0;0;0;
2014-03-21;0;0.0;0;0;0;
2014-03-22;0;0.0;0;0;0;
2014-03-23;0;0.0;0;0;0;
2014-03-24;174;2.9;2;0;2;
2014-03-25;228;3.8;2;0;2;
2014-03-26;0;0.0;0;0;0;
2014-03-27;0;0.0;0;0;0;
2014-03-28;0;0.0;0;0;0;
2014-03-29;0;0.0;0;0;0;
2014-03-30;0;0.0;0;0;0;
2014-03-31;0;0.0;0;0;0;
2014-04-01;0;0.0;0;0;0;
2014-04-02;0;0.0;0;0;0;
2014-04-03;0;0.0;0;0;0;
2014-04-04;0;0.0;0;0;0;
2014-04-05;0;0.0;0;0;0;
2014-04-06;0;0.0;0;0;0;
2014-04-07;0;0.0;0;0;0;
2014-04-08;0;0.0;0;0;0;
2014-04-09;0;0.0;0;0;0;
2014-04-10;0;0.0;0;0;0;
2014-04-11;0;0.0;0;0;0;
2014-04-12;0;0.0;0;0;0;
2014-04-13;0;0.0;0;0;0;
2014-04-14;0;0.0;0;0;0;
2014-04-15;0;0.0;0;0;0;
2014-04-16;0;0.0;0;0;0;
2014-04-17;0;0.0;0;0;0;
2014-04-18;0;0.0;0;0;0;
2014-04-19;0;0.0;0;0;0;
2014-04-20;0;0.0;0;0;0;
2014-04-21;0;0.0;0;0;0;
2014-04-22;0;0.0;0;0;0;
2014-04-23;0;0.0;0;0;0;
2014-04-24;0;0.0;0;0;0;
2014-04-25;0;0.0;0;0;0;
2014-04-26;0;0.0;0;0;0;
2014-04-27;0;0.0;0;0;0;
2014-04-28;0;0.0;0;0;0;
2014-04-29;0;0.0;0;0;0;
2014-04-30;0;0.0;0;0;0;
2014-05-01;0;0.0;0;0;0;
2014-05-02;0;0.0;0;0;0;
2014-05-03;0;0.0;0;0;0;
2014-05-04;0;0.0;0;0;0;
2014-05-05;0;0.0;0;0;0;
2014-05-06;0;0.0;0;0;0;
2014-05-07;0;0.0;0;0;0;
2014-05-08;0;0.0;0;0;0;
2014-05-09;0;0.0;0;0;0;
2014-05-10;0;0.0;0;0;0;
2014-05-11;0;0.0;0;0;0;
2014-05-12;0;0.0;0;0;0;
2014-05-13;0;0.0;0;0;0;
2014-05-14;0;0.0;0;0;0;
2014-05-15;0;0.0;0;0;0;
2014-05-16;0;0.0;0;0;0;
2014-05-17;0;0.0;0;0;0;
2014-05-18;129;2.15;1;0;1;
2014-05-19;0;0.0;0;0;0;
2014-05-20;0;0.0;0;0;0;
2014-05-21;0;0.0;0;0;0;
2014-05-22;0;0.0;0;0;0;
2014-05-23;0;0.0;0;0;0;
2014-05-24;158;2.63;1;0;1;
2014-05-25;44;0.73;2;2;0;
2014-05-26;0;0.0;0;0;0;
2014-05-27;0;0.0;0;0;0;
2014-05-28;0;0.0;0;0;0;
2014-05-29;0;0.0;0;0;0;
2014-05-30;0;0.0;0;0;0;
2014-05-31;0;0.0;0;0;0;
2014-06-01;0;0.0;0;0;0;
2014-06-02;0;0.0;0;0;0;
2014-06-03;0;0.0;0;0;0;
2014-06-04;0;0.0;0;0;0;
2014-06-05;0;0.0;0;0;0;
2014-06-06;0;0.0;0;0;0;
2014-06-07;0;0.0;0;0;0;
2014-06-08;0;0.0;0;0;0;
2014-06-09;0;0.0;0;0;0;
2014-06-10;0;0.0;0;0;0;
2014-06-11;0;0.0;0;0;0;
2014-06-12;0;0.0;0;0;0;
2014-06-13;0;0.0;0;0;0;
2014-06-14;0;0.0;0;0;0;
2014-06-15;0;0.0;0;0;0;
2014-06-16;0;0.0;0;0;0;
2014-06-17;0;0.0;0;0;0;
2014-06-18;0;0.0;0;0;0;
2014-06-19;0;0.0;0;0;0;
2014-06-20;0;0.0;0;0;0;
2014-06-21;0;0.0;0;0;0;
2014-06-22;0;0.0;0;0;0;
2014-06-23;0;0.0;0;0;0;
2014-06-24;0;0.0;0;0;0;
2014-06-25;0;0.0;0;0;0;
2014-06-26;0;0.0;0;0;0;
2014-06-27;0;0.0;0;0;0;
2014-06-28;0;0.0;0;0;0;
2014-06-29;0;0.0;0;0;0;
2014-06-30;0;0.0;0;0;0;
2014-07-01;0;0.0;0;0;0;
2014-07-02;0;0.0;0;0;0;
2014-07-03;0;0.0;0;0;0;
2014-07-04;0;0.0;0;0;0;
2014-07-05;0;0.0;0;0;0;
2014-07-06;0;0.0;0;0;0;
2014-07-07;0;0.0;0;0;0;
2014-07-08;0;0.0;0;0;0;
2014-07-09;0;0.0;0;0;0;
2014-07-10;0;0.0;0;0;0;
2014-07-11;0;0.0;0;0;0;
2014-07-12;0;0.0;0;0;0;
2014-07-13;0;0.0;0;0;0;
2014-07-14;0;0.0;0;0;0;
2014-07-15;0;0.0;0;0;0;
2014-07-16;0;0.0;0;0;0;
2014-07-17;0;0.0;0;0;0;
2014-07-18;0;0.0;0;0;0;
2014-07-19;0;0.0;0;0;0;
2014-07-20;0;0.0;0;0;0;
2014-07-21;118;1.97;1;0;1;
2014-07-22;0;0.0;0;0;0;
2014-07-23;0;0.0;0;0;0;
2014-07-24;0;0.0;0;0;0;
2014-07-25;0;0.0;0;0;0;
2014-07-26;0;0.0;0;0;0;
2014-07-27;0;0.0;0;0;0;
2014-07-28;0;0.0;0;0;0;
2014-07-29;0;0.0;0;0;0;
2014-07-30;0;0.0;0;0;0;
2014-07-31;0;0.0;0;0;0;
2014-08-01;0;0.0;0;0;0;
2014-08-02;0;0.0;0;0;0;
2014-08-03;0;0.0;0;0;0;
2014-08-04;0;0.0;0;0;0;
2014-08-05;0;0.0;0;0;0;
2014-08-06;0;0.0;0;0;0;
2014-08-07;0;0.0;0;0;0;
2014-08-08;0;0.0;0;0;0;
2014-08-09;0;0.0;0;0;0;
2014-08-10;0;0.0;0;0;0;
2014-08-11;0;0.0;0;0;0;
2014-08-12;0;0.0;0;0;0;
2014-08-13;0;0.0;0;0;0;
2014-08-14;0;0.0;0;0;0;
2014-08-15;0;0.0;0;0;0;
2014-08-16;0;0.0;0;0;0;
2014-08-17;0;0.0;0;0;0;
2014-08-18;0;0.0;0;0;0;
2014-08-19;0;0.0;0;0;0;
2014-08-20;0;0.0;0;0;0;
2014-08-21;128;2.13;1;0;1;
2014-08-22;0;0.0;0;0;0;
2014-08-23;116;1.93;1;0;1;
2014-08-24;0;0.0;0;0;0;
2014-08-25;0;0.0;0;0;0;
2014-08-26;0;0.0;0;0;0;
2014-08-27;0;0.0;0;0;0;
2014-08-28;0;0.0;0;0;0;
2014-08-29;0;0.0;0;0;0;
2014-08-30;0;0.0;0;0;0;
2014-08-31;0;0.0;0;0;0;
2014-09-01;0;0.0;0;0;0;
2014-09-02;0;0.0;0;0;0;
2014-09-03;0;0.0;0;0;0;
2014-09-04;0;0.0;0;0;0;
2014-09-05;0;0.0;0;0;0;
2014-09-06;0;0.0;0;0;0;
2014-09-07;153;2.55;3;3;0;
2014-09-08;0;0.0;0;0;0;
2014-09-09;0;0.0;0;0;0;
2014-09-10;153;2.55;3;3;0;
2014-09-11;0;0.0;0;0;0;
2014-09-12;306;5.1;6;6;0;
2014-09-13;204;3.4;4;4;0;
2014-09-14;153;2.55;3;3;0;
2014-09-15;153;2.55;3;3;0;
2014-09-16;124;2.07;3;3;0;
2014-09-17;0;0.0;0;0;0;
2014-09-18;0;0.0;0;0;0;
2014-09-19;0;0.0;0;0;0;
2014-09-20;0;0.0;0;0;0;
2014-09-21;0;0.0;0;0;0;
2014-09-22;0;0.0;0;0;0;
2014-09-23;0;0.0;0;0;0;
2014-09-24;0;0.0;0;0;0;
2014-09-25;0;0.0;0;0;0;
2014-09-26;0;0.0;0;0;0;
2014-09-27;0;0.0;0;0;0;
2014-09-28;0;0.0;0;0;0;
2014-09-29;0;0.0;0;0;0;
2014-09-30;0;0.0;0;0;0;
2014-10-01;0;0.0;0;0;0;
2014-10-02;0;0.0;0;0;0;
2014-10-03;186;3.1;2;0;2;
2014-10-04;0;0.0;0;0;0;
2014-10-05;98;1.63;1;0;1;
2014-10-06;59;0.98;1;1;0;
2014-10-07;0;0.0;0;0;0;
2014-10-08;0;0.0;0;0;0;
2014-10-09;0;0.0;0;0;0;
2014-10-10;0;0.0;0;0;0;
2014-10-11;0;0.0;0;0;0;
2014-10-12;0;0.0;0;0;0;
2014-10-13;0;0.0;0;0;0;
2014-10-14;0;0.0;0;0;0;
2014-10-15;0;0.0;0;0;0;
2014-10-16;0;0.0;0;0;0;
2014-10-17;0;0.0;0;0;0;
2014-10-18;0;0.0;0;0;0;
2014-10-19;0;0.0;0;0;0;
2014-10-20;0;0.0;0;0;0;
2014-10-21;0;0.0;0;0;0;
2014-10-22;0;0.0;0;0;0;
2014-10-23;0;0.0;0;0;0;
2014-10-24;0;0.0;0;0;0;
2014-10-25;0;0.0;0;0;0;
2014-10-26;0;0.0;0;0;0;
2014-10-27;0;0.0;0;0;0;
2014-10-28;0;0.0;0;0;0;
2014-10-29;0;0.0;0;0;0;
2014-10-30;0;0.0;0;0;0;
2014-10-31;0;0.0;0;0;0;
2014-11-01;0;0.0;0;0;0;
2014-11-02;0;0.0;0;0;0;
2014-11-03;0;0.0;0;0;0;
2014-11-04;0;0.0;0;0;0;
2014-11-05;0;0.0;0;0;0;
2014-11-06;0;0.0;0;0;0;
2014-11-07;0;0.0;0;0;0;
2014-11-08;0;0.0;0;0;0;
2014-11-09;0;0.0;0;0;0;
2014-11-10;0;0.0;0;0;0;
2014-11-11;0;0.0;0;0;0;
2014-11-12;0;0.0;0;0;0;
2014-11-13;0;0.0;0;0;0;
2014-11-14;0;0.0;0;0;0;
2014-11-15;0;0.0;0;0;0;
2014-11-16;0;0.0;0;0;0;
2014-11-17;0;0.0;0;0;0;
2014-11-18;0;0.0;0;0;0;
2014-11-19;0;0.0;0;0;0;
2014-11-20;0;0.0;0;0;0;
2014-11-21;0;0.0;0;0;0;
2014-11-22;0;0.0;0;0;0;
2014-11-23;0;0.0;0;0;0;
2014-11-24;0;0.0;0;0;0;
2014-11-25;0;0.0;0;0;0;
2014-11-26;0;0.0;0;0;0;
2014-11-27;90;1.5;1;0;1;
2014-11-28;0;0.0;0;0;0;
2014-11-29;0;0.0;0;0;0;
2014-11-30;0;0.0;0;0;0;
2014-12-01;0;0.0;0;0;0;
2014-12-02;0;0.0;0;0;0;
2014-12-03;0;0.0;0;0;0;
2014-12-04;0;0.0;0;0;0;
2014-12-05;0;0.0;0;0;0;
2014-12-06;135;2.25;1;0;1;
2014-12-07;0;0.0;0;0;0;
2014-12-08;0;0.0;0;0;0;
2014-12-09;0;0.0;0;0;0;
2014-12-10;0;0.0;0;0;0;
2014-12-11;0;0.0;0;0;0;
2014-12-12;0;0.0;0;0;0;
2014-12-13;0;0.0;0;0;0;
2014-12-14;0;0.0;0;0;0;
2014-12-15;0;0.0;0;0;0;
2014-12-16;0;0.0;0;0;0;
2014-12-17;0;0.0;0;0;0;
2014-12-18;0;0.0;0;0;0;
2014-12-19;0;0.0;0;0;0;
2014-12-20;0;0.0;0;0;0;
2014-12-21;0;0.0;0;0;0;
2014-12-22;0;0.0;0;0;0;
2014-12-23;106;1.77;1;0;1;
2014-12-24;0;0.0;0;0;0;
2014-12-25;145;2.42;2;1;1;
2014-12-26;190;3.17;2;0;2;
2014-12-27;0;0.0;0;0;0;
2014-12-28;0;0.0;0;0;0;
2014-12-29;121;2.02;1;0;1;
2014-12-30;0;0.0;0;0;0;
2014-12-31;0;0.0;0;0;0;
2015-01-01;0;0.0;0;0;0;
2015-01-02;0;0.0;0;0;0;
2015-01-03;0;0.0;0;0;0;
2015-01-04;60;1.0;1;1;0;
2015-01-05;0;0.0;0;0;0;
2015-01-06;0;0.0;0;0;0;
2015-01-07;0;0.0;0;0;0;
2015-01-08;0;0.0;0;0;0;
2015-01-09;0;0.0;0;0;0;
2015-01-10;0;0.0;0;0;0;
2015-01-11;0;0.0;0;0;0;
2015-01-12;0;0.0;0;0;0;
2015-01-13;0;0.0;0;0;0;
2015-01-14;0;0.0;0;0;0;
2015-01-15;0;0.0;0;0;0;
2015-01-16;0;0.0;0;0;0;
2015-01-17;90;1.5;1;0;1;
2015-01-18;0;0.0;0;0;0;
2015-01-19;0;0.0;0;0;0;
2015-01-20;0;0.0;0;0;0;
2015-01-21;0;0.0;0;0;0;
2015-01-22;0;0.0;0;0;0;
2015-01-23;0;0.0;0;0;0;
2015-01-24;116;1.93;1;0;1;
2015-01-25;0;0.0;0;0;0;
2015-01-26;0;0.0;0;0;0;
2015-01-27;132;2.2;6;6;0;
2015-01-28;112;1.87;1;0;1;
2015-01-29;0;0.0;0;0;0;
2015-01-30;0;0.0;0;0;0;
2015-01-31;101;1.68;1;0;1;
2015-02-01;0;0.0;0;0;0;
2015-02-02;0;0.0;0;0;0;
2015-02-03;0;0.0;0;0;0;
2015-02-04;0;0.0;0;0;0;
2015-02-05;0;0.0;0;0;0;
2015-02-06;22;0.37;1;1;0;
2015-02-07;216;3.6;6;6;0;
2015-02-08;301;5.02;7;7;0;
2015-02-09;0;0.0;0;0;0;
2015-02-10;129;2.15;3;3;0;
2015-02-11;129;2.15;3;3;0;
2015-02-12;129;2.15;3;3;0;
2015-02-13;86;1.43;2;2;0;
2015-02-14;0;0.0;0;0;0;
2015-02-15;0;0.0;0;0;0;
2015-02-16;0;0.0;0;0;0;
2015-02-17;22;0.37;1;1;0;
2015-02-18;0;0.0;0;0;0;
2015-02-19;0;0.0;0;0;0;
2015-02-20;0;0.0;0;0;0;
2015-02-21;0;0.0;0;0;0;
2015-02-22;44;0.73;2;2;0;
2015-02-23;0;0.0;0;0;0;
2015-02-24;0;0.0;0;0;0;
2015-02-25;0;0.0;0;0;0;
2015-02-26;0;0.0;0;0;0;
2015-02-27;0;0.0;0;0;0;
2015-02-28;0;0.0;0;0;0;
2015-03-01;0;0.0;0;0;0;
2015-03-02;0;0.0;0;0;0;
2015-03-03;0;0.0;0;0;0;
2015-03-04;0;0.0;0;0;0;
2015-03-05;0;0.0;0;0;0;
2015-03-06;0;0.0;0;0;0;
2015-03-07;204;3.4;4;4;0;
2015-03-08;102;1.7;2;2;0;
2015-03-09;0;0.0;0;0;0;
2015-03-10;0;0.0;0;0;0;
2015-03-11;0;0.0;0;0;0;
2015-03-12;0;0.0;0;0;0;
2015-03-13;0;0.0;0;0;0;
2015-03-14;306;5.1;6;6;0;
2015-03-15;102;1.7;2;2;0;
2015-03-16;0;0.0;0;0;0;
2015-03-17;0;0.0;0;0;0;
2015-03-18;0;0.0;0;0;0;
2015-03-19;0;0.0;0;0;0;
2015-03-20;0;0.0;0;0;0;
2015-03-21;198;3.3;9;9;0;
2015-03-22;44;0.73;2;2;0;
2015-03-23;44;0.73;2;2;0;
2015-03-24;0;0.0;0;0;0;
2015-03-25;0;0.0;0;0;0;
2015-03-26;0;0.0;0;0;0;
2015-03-27;0;0.0;0;0;0;
2015-03-28;0;0.0;0;0;0;
2015-03-29;0;0.0;0;0;0;
2015-03-30;0;0.0;0;0;0;
2015-03-31;134;2.23;2;1;1;
2015-04-01;0;0.0;0;0;0;
2015-04-02;0;0.0;0;0;0;
2015-04-03;224;3.73;2;0;2;
2015-04-04;904;15.07;9;2;7;
2015-04-05;240;4.0;4;4;0;
2015-04-06;0;0.0;0;0;0;
2015-04-07;240;4.0;4;4;0;
2015-04-08;0;0.0;0;0;0;
2015-04-09;60;1.0;1;1;0;
2015-04-10;0;0.0;0;0;0;
2015-04-11;176;2.93;5;5;0;
2015-04-12;0;0.0;0;0;0;
2015-04-13;0;0.0;0;0;0;
2015-04-14;0;0.0;0;0;0;
2015-04-15;0;0.0;0;0;0;
2015-04-16;0;0.0;0;0;0;
2015-04-17;0;0.0;0;0;0;
2015-04-18;132;2.2;3;0;1;
2015-04-19;0;0.0;0;0;0;
2015-04-20;0;0.0;0;0;0;
2015-04-21;0;0.0;0;0;0;
2015-04-22;0;0.0;0;0;0;
2015-04-23;0;0.0;0;0;0;
2015-04-24;0;0.0;0;0;0;
2015-04-25;0;0.0;0;0;0;
2015-04-26;0;0.0;0;0;0;
2015-04-27;0;0.0;0;0;0;
2015-04-28;0;0.0;0;0;0;
2015-04-29;0;0.0;0;0;0;
2015-04-30;0;0.0;0;0;0;
2015-05-01;0;0.0;0;0;0;
2015-05-02;0;0.0;0;0;0;
2015-05-03;0;0.0;0;0;0;
2015-05-04;0;0.0;0;0;0;
2015-05-05;0;0.0;0;0;0;
2015-05-06;0;0.0;0;0;0;
2015-05-07;0;0.0;0;0;0;
2015-05-08;0;0.0;0;0;0;
2015-05-09;0;0.0;0;0;0;
2015-05-10;88;1.47;1;0;1;
2015-05-11;0;0.0;0;0;0;
2015-05-12;0;0.0;0;0;0;
2015-05-13;0;0.0;0;0;0;
2015-05-14;0;0.0;0;0;0;
2015-05-15;0;0.0;0;0;0;
2015-05-16;0;0.0;0;0;0;
2015-05-17;0;0.0;0;0;0;
2015-05-18;0;0.0;0;0;0;
2015-05-19;0;0.0;0;0;0;
2015-05-20;0;0.0;0;0;0;
2015-05-21;0;0.0;0;0;0;
2015-05-22;0;0.0;0;0;0;
2015-05-23;0;0.0;0;0;0;
2015-05-24;44;0.73;2;2;0;
