Date;Minutes Watched;Hours Watched;Total Watch Count;Series Watch Count;Movie Watch Count
2011-07-31;0;0.0;0;0;0;
2011-08-01;0;0.0;0;0;0;
2011-08-02;0;0.0;0;0;0;
2011-08-03;0;0.0;0;0;0;
2011-08-04;0;0.0;0;0;0;
2011-08-05;0;0.0;0;0;0;
2011-08-06;0;0.0;0;0;0;
2011-08-07;0;0.0;0;0;0;
2011-08-08;0;0.0;0;0;0;
2011-08-09;0;0.0;0;0;0;
2011-08-10;0;0.0;0;0;0;
2011-08-11;0;0.0;0;0;0;
2011-08-12;0;0.0;0;0;0;
2011-08-13;0;0.0;0;0;0;
2011-08-14;0;0.0;0;0;0;
2011-08-15;0;0.0;0;0;0;
2011-08-16;22;0.37;1;1;0;
2011-08-17;0;0.0;0;0;0;
2011-08-18;0;0.0;0;0;0;
2011-08-19;0;0.0;0;0;0;
2011-08-20;0;0.0;0;0;0;
2011-08-21;0;0.0;0;0;0;
2011-08-22;160;2.67;2;1;1;
2011-08-23;91;1.52;2;2;0;
2011-08-24;120;2.0;4;4;0;
2011-08-25;60;1.0;2;2;0;
2011-08-26;0;0.0;0;0;0;
2011-08-27;233;3.88;3;1;2;
2011-08-28;60;1.0;2;2;0;
2011-08-29;150;2.5;5;5;0;
2011-08-30;60;1.0;2;2;0;
2011-08-31;175;2.92;4;3;1;
2011-09-01;180;3.0;6;6;0;
2011-09-02;30;0.5;1;1;0;
2011-09-03;30;0.5;1;1;0;
2011-09-04;30;0.5;2;2;0;
2011-09-05;60;1.0;2;2;0;
2011-09-06;60;1.0;2;2;0;
2011-09-07;44;0.73;2;2;0;
2011-09-08;120;2.0;2;2;0;
2011-09-09;0;0.0;0;0;0;
2011-09-10;0;0.0;0;0;0;
2011-09-11;164;2.73;4;4;0;
2011-09-12;60;1.0;1;1;0;
2011-09-13;60;1.0;1;1;0;
2011-09-14;60;1.0;1;1;0;
2011-09-15;120;2.0;2;2;0;
2011-09-16;60;1.0;1;1;0;
2011-09-17;106;1.77;1;0;1;
2011-09-18;150;2.5;2;1;1;
2011-09-19;139;2.32;2;1;1;
2011-09-20;66;1.1;3;3;0;
2011-09-21;44;0.73;2;2;0;
2011-09-22;22;0.37;1;1;0;
2011-09-23;0;0.0;0;0;0;
2011-09-24;137;2.28;3;2;1;
2011-09-25;79;1.32;1;0;1;
2011-09-26;0;0.0;0;0;0;
2011-09-27;0;0.0;0;0;0;
2011-09-28;0;0.0;0;0;0;
2011-09-29;22;0.37;1;1;0;
2011-09-30;0;0.0;0;0;0;
2011-10-01;176;2.93;4;4;0;
2011-10-02;373;6.22;8;8;0;
2011-10-03;0;0.0;0;0;0;
2011-10-04;110;1.83;4;4;0;
2011-10-05;0;0.0;0;0;0;
2011-10-06;138;2.3;3;3;0;
2011-10-07;0;0.0;0;0;0;
2011-10-08;373;6.22;8;8;0;
2011-10-09;351;5.85;8;8;0;
2011-10-10;0;0.0;0;0;0;
2011-10-11;0;0.0;0;0;0;
2011-10-12;116;1.93;3;3;0;
2011-10-13;22;0.37;1;1;0;
2011-10-14;0;0.0;0;0;0;
2011-10-15;180;3.0;3;2;1;
2011-10-16;0;0.0;0;0;0;
2011-10-17;91;1.52;3;3;0;
2011-10-18;163;2.72;4;4;0;
2011-10-19;69;1.15;2;2;0;
2011-10-20;325;5.42;8;8;0;
2011-10-21;77;1.28;2;2;0;
2011-10-22;47;0.78;1;1;0;
2011-10-23;47;0.78;1;1;0;
2011-10-24;0;0.0;0;0;0;
2011-10-25;44;0.73;2;2;0;
2011-10-26;0;0.0;0;0;0;
2011-10-27;47;0.78;1;1;0;
2011-10-28;0;0.0;0;0;0;
2011-10-29;88;1.47;2;2;0;
2011-10-30;243;4.05;4;3;1;
2011-10-31;44;0.73;1;1;0;
2011-11-01;0;0.0;0;0;0;
2011-11-02;132;2.2;3;3;0;
2011-11-03;358;5.97;8;8;0;
2011-11-04;0;0.0;0;0;0;
2011-11-05;272;4.53;6;4;2;
2011-11-06;185;3.08;4;4;0;
2011-11-07;0;0.0;0;0;0;
2011-11-08;0;0.0;0;0;0;
2011-11-09;66;1.1;3;3;0;
2011-11-10;0;0.0;0;0;0;
2011-11-11;0;0.0;0;0;0;
2011-11-12;90;1.5;1;0;1;
2011-11-13;44;0.73;1;1;0;
2011-11-14;0;0.0;0;0;0;
2011-11-15;0;0.0;0;0;0;
2011-11-16;22;0.37;1;1;0;
2011-11-17;44;0.73;1;1;0;
2011-11-18;0;0.0;0;0;0;
2011-11-19;0;0.0;0;0;0;
2011-11-20;0;0.0;0;0;0;
2011-11-21;0;0.0;0;0;0;
2011-11-22;0;0.0;0;0;0;
2011-11-23;48;0.8;2;2;0;
2011-11-24;0;0.0;0;0;0;
2011-11-25;0;0.0;0;0;0;
2011-11-26;0;0.0;0;0;0;
2011-11-27;132;2.2;6;6;0;
2011-11-28;0;0.0;0;0;0;
2011-11-29;164;2.73;2;0;2;
2011-11-30;90;1.5;3;3;0;
2011-12-01;90;1.5;3;3;0;
2011-12-02;0;0.0;0;0;0;
2011-12-03;362;6.03;9;8;1;
2011-12-04;516;8.6;10;7;3;
2011-12-05;0;0.0;0;0;0;
2011-12-06;30;0.5;1;1;0;
2011-12-07;90;1.5;3;3;0;
2011-12-08;0;0.0;0;0;0;
2011-12-09;0;0.0;0;0;0;
2011-12-10;0;0.0;0;0;0;
2011-12-11;30;0.5;1;1;0;
2011-12-12;0;0.0;0;0;0;
2011-12-13;0;0.0;0;0;0;
2011-12-14;22;0.37;1;1;0;
2011-12-15;0;0.0;0;0;0;
2011-12-16;103;1.72;1;0;1;
2011-12-17;0;0.0;0;0;0;
2011-12-18;120;2.0;1;0;1;
2011-12-19;82;1.37;1;0;1;
2011-12-20;0;0.0;0;0;0;
2011-12-21;164;2.73;2;0;2;
2011-12-22;274;4.57;7;5;2;
2011-12-23;246;4.1;3;0;3;
2011-12-24;777;12.95;9;0;9;
2011-12-25;108;1.8;1;0;1;
2011-12-26;105;1.75;1;0;1;
2011-12-27;95;1.58;1;0;1;
2011-12-28;101;1.68;1;0;1;
2011-12-29;74;1.23;3;3;0;
2011-12-30;242;4.03;7;6;1;
2011-12-31;264;4.4;3;0;3;
2012-01-01;532;8.87;12;8;4;
2012-01-02;374;6.23;17;17;0;
2012-01-03;22;0.37;1;1;0;
2012-01-04;0;0.0;0;0;0;
2012-01-05;0;0.0;0;0;0;
2012-01-06;66;1.1;3;3;0;
2012-01-07;220;3.67;4;1;3;
2012-01-08;0;0.0;0;0;0;
2012-01-09;0;0.0;0;0;0;
2012-01-10;66;1.1;3;3;0;
2012-01-11;0;0.0;0;0;0;
2012-01-12;288;4.8;6;3;2;
2012-01-13;106;1.77;2;2;0;
2012-01-14;180;3.0;3;3;0;
2012-01-15;312;5.2;9;9;0;
2012-01-16;225;3.75;3;2;1;
2012-01-17;176;2.93;3;2;1;
2012-01-18;214;3.57;5;4;1;
2012-01-19;341;5.68;5;3;2;
2012-01-20;66;1.1;3;3;0;
2012-01-21;206;3.43;3;2;1;
2012-01-22;457;7.62;12;10;2;
2012-01-23;0;0.0;0;0;0;
2012-01-24;126;2.1;4;4;0;
2012-01-25;0;0.0;0;0;0;
2012-01-26;66;1.1;3;3;0;
2012-01-27;120;2.0;4;4;0;
2012-01-28;110;1.83;6;6;0;
2012-01-29;288;4.8;9;8;1;
2012-01-30;0;0.0;0;0;0;
2012-01-31;116;1.93;1;0;1;
2012-02-01;66;1.1;3;3;0;
2012-02-02;66;1.1;3;3;0;
2012-02-03;132;2.2;6;6;0;
2012-02-04;622;10.37;14;12;2;
2012-02-05;215;3.58;8;8;0;
2012-02-06;22;0.37;1;1;0;
2012-02-07;0;0.0;0;0;0;
2012-02-08;22;0.37;1;1;0;
2012-02-09;207;3.45;5;3;2;
2012-02-10;0;0.0;0;0;0;
2012-02-11;0;0.0;0;0;0;
2012-02-12;118;1.97;2;1;1;
2012-02-13;27;0.45;3;3;0;
2012-02-14;60;1.0;2;1;1;
2012-02-15;22;0.37;1;1;0;
2012-02-16;120;2.0;9;9;0;
2012-02-17;0;0.0;0;0;0;
2012-02-18;106;1.77;6;6;0;
2012-02-19;336;5.6;20;20;0;
2012-02-20;27;0.45;3;3;0;
2012-02-21;0;0.0;0;0;0;
2012-02-22;0;0.0;0;0;0;
2012-02-23;0;0.0;0;0;0;
2012-02-24;109;1.82;1;0;1;
2012-02-25;93;1.55;1;0;1;
2012-02-26;0;0.0;0;0;0;
2012-02-27;0;0.0;0;0;0;
2012-02-28;0;0.0;0;0;0;
2012-02-29;0;0.0;0;0;0;
2012-03-01;0;0.0;0;0;0;
2012-03-02;133;2.22;3;2;1;
2012-03-03;88;1.47;4;4;0;
2012-03-04;103;1.72;1;0;1;
2012-03-05;0;0.0;0;0;0;
2012-03-06;0;0.0;0;0;0;
2012-03-07;0;0.0;0;0;0;
2012-03-08;0;0.0;0;0;0;
2012-03-09;0;0.0;0;0;0;
2012-03-10;0;0.0;0;0;0;
2012-03-11;0;0.0;0;0;0;
2012-03-12;0;0.0;0;0;0;
2012-03-13;0;0.0;0;0;0;
2012-03-14;0;0.0;0;0;0;
2012-03-15;0;0.0;0;0;0;
2012-03-16;0;0.0;0;0;0;
2012-03-17;0;0.0;0;0;0;
2012-03-18;0;0.0;1;1;0;
2012-03-19;176;2.93;8;8;0;
2012-03-20;66;1.1;3;3;0;
2012-03-21;0;0.0;0;0;0;
2012-03-22;61;1.02;1;0;1;
2012-03-23;0;0.0;0;0;0;
2012-03-24;0;0.0;0;0;0;
2012-03-25;0;0.0;0;0;0;
2012-03-26;0;0.0;0;0;0;
2012-03-27;0;0.0;0;0;0;
2012-03-28;0;0.0;0;0;0;
2012-03-29;22;0.37;1;1;0;
2012-03-30;22;0.37;1;1;0;
2012-03-31;340;5.67;9;6;2;
2012-04-01;159;2.65;4;3;1;
2012-04-02;155;2.58;2;1;1;
2012-04-03;315;5.25;9;8;1;
2012-04-04;293;4.88;3;0;3;
2012-04-05;44;0.73;1;1;0;
2012-04-06;264;4.4;12;12;0;
2012-04-07;44;0.73;1;1;0;
2012-04-08;44;0.73;1;1;0;
2012-04-09;44;0.73;1;1;0;
2012-04-10;110;1.83;4;4;0;
2012-04-11;0;0.0;0;0;0;
2012-04-12;0;0.0;0;0;0;
2012-04-13;0;0.0;0;0;0;
2012-04-14;0;0.0;0;0;0;
2012-04-15;0;0.0;0;0;0;
2012-04-16;88;1.47;2;2;0;
2012-04-17;0;0.0;0;0;0;
2012-04-18;0;0.0;0;0;0;
2012-04-19;132;2.2;3;3;0;
2012-04-20;220;3.67;5;5;0;
2012-04-21;806;13.43;17;16;1;
2012-04-22;396;6.6;9;9;0;
2012-04-23;88;1.47;3;3;0;
2012-04-24;66;1.1;2;2;0;
2012-04-25;506;8.43;12;12;0;
2012-04-26;396;6.6;9;9;0;
2012-04-27;132;2.2;4;4;0;
2012-04-28;220;3.67;5;5;0;
2012-04-29;110;1.83;3;3;0;
2012-04-30;0;0.0;0;0;0;
2012-05-01;176;2.93;4;4;0;
2012-05-02;198;3.3;6;6;0;
2012-05-03;22;0.37;1;1;0;
2012-05-04;0;0.0;0;0;0;
2012-05-05;252;4.2;4;2;2;
2012-05-06;0;0.0;0;0;0;
2012-05-07;44;0.73;1;1;0;
2012-05-08;44;0.73;1;1;0;
2012-05-09;154;2.57;4;4;0;
2012-05-10;55;0.92;1;0;1;
2012-05-11;205;3.42;2;0;2;
2012-05-12;181;3.02;3;2;1;
2012-05-13;290;4.83;6;4;2;
2012-05-14;110;1.83;3;3;0;
2012-05-15;132;2.2;4;4;0;
2012-05-16;0;0.0;0;0;0;
2012-05-17;44;0.73;1;1;0;
2012-05-18;273;4.55;5;4;1;
2012-05-19;180;3.0;3;3;0;
2012-05-20;955;15.92;19;15;3;
2012-05-21;72;1.2;2;2;0;
2012-05-22;90;1.5;3;3;0;
2012-05-23;134;2.23;5;5;0;
2012-05-24;156;2.6;4;4;0;
2012-05-25;0;0.0;0;0;0;
2012-05-26;0;0.0;0;0;0;
2012-05-27;230;3.83;7;7;0;
2012-05-28;352;5.87;7;6;1;
2012-05-29;44;0.73;1;1;0;
2012-05-30;44;0.73;4;4;0;
2012-05-31;210;3.5;5;5;0;
2012-06-01;42;0.7;2;2;0;
2012-06-02;414;6.9;6;5;1;
2012-06-03;270;4.5;7;7;0;
2012-06-04;0;0.0;0;0;0;
2012-06-05;104;1.73;3;2;1;
2012-06-06;200;3.33;6;5;1;
2012-06-07;292;4.87;3;0;3;
2012-06-08;22;0.37;1;1;0;
2012-06-09;99;1.65;1;0;1;
2012-06-10;88;1.47;4;4;0;
2012-06-11;0;0.0;0;0;0;
2012-06-12;90;1.5;1;0;1;
2012-06-13;22;0.37;1;1;0;
2012-06-14;44;0.73;2;2;0;
2012-06-15;0;0.0;0;0;0;
2012-06-16;217;3.62;7;6;1;
2012-06-17;218;3.63;6;5;1;
2012-06-18;132;2.2;6;6;0;
2012-06-19;0;0.0;0;0;0;
2012-06-20;0;0.0;0;0;0;
2012-06-21;159;2.65;5;3;1;
2012-06-22;0;0.0;0;0;0;
2012-06-23;0;0.0;0;0;0;
2012-06-24;0;0.0;0;0;0;
2012-06-25;22;0.37;1;1;0;
2012-06-26;0;0.0;0;0;0;
2012-06-27;0;0.0;0;0;0;
2012-06-28;0;0.0;0;0;0;
2012-06-29;0;0.0;0;0;0;
2012-06-30;97;1.62;1;0;1;
2012-07-01;291;4.85;9;8;1;
2012-07-02;143;2.38;3;2;1;
2012-07-03;94;1.57;4;4;0;
2012-07-04;307;5.12;13;13;0;
2012-07-05;25;0.42;1;1;0;
2012-07-06;50;0.83;2;2;0;
2012-07-07;200;3.33;8;8;0;
2012-07-08;175;2.92;7;7;0;
2012-07-09;85;1.42;1;0;1;
2012-07-10;207;3.45;9;9;0;
2012-07-11;97;1.62;4;4;0;
2012-07-12;512;8.53;10;2;5;
2012-07-13;25;0.42;1;1;0;
2012-07-14;75;1.25;3;3;0;
2012-07-15;200;3.33;8;8;0;
2012-07-16;72;1.2;3;3;0;
2012-07-17;100;1.67;4;4;0;
2012-07-18;50;0.83;2;2;0;
2012-07-19;75;1.25;3;3;0;
2012-07-20;176;2.93;4;3;1;
2012-07-21;125;2.08;5;5;0;
2012-07-22;275;4.58;11;11;0;
2012-07-23;150;2.5;6;6;0;
2012-07-24;100;1.67;4;4;0;
2012-07-25;75;1.25;3;3;0;
2012-07-26;100;1.67;4;4;0;
2012-07-27;50;0.83;2;2;0;
2012-07-28;302;5.03;10;8;2;
2012-07-29;279;4.65;12;12;0;
2012-07-30;153;2.55;3;2;1;
2012-07-31;200;3.33;8;8;0;
2012-08-01;72;1.2;3;3;0;
2012-08-02;72;1.2;3;3;0;
2012-08-03;66;1.1;3;3;0;
2012-08-04;0;0.0;0;0;0;
2012-08-05;85;1.42;1;0;1;
2012-08-06;0;0.0;0;0;0;
2012-08-07;0;0.0;0;0;0;
2012-08-08;0;0.0;0;0;0;
2012-08-09;0;0.0;0;0;0;
2012-08-10;0;0.0;0;0;0;
2012-08-11;0;0.0;0;0;0;
2012-08-12;0;0.0;0;0;0;
2012-08-13;0;0.0;0;0;0;
2012-08-14;0;0.0;0;0;0;
2012-08-15;0;0.0;0;0;0;
2012-08-16;0;0.0;0;0;0;
2012-08-17;0;0.0;0;0;0;
2012-08-18;0;0.0;0;0;0;
2012-08-19;0;0.0;0;0;0;
2012-08-20;56;0.93;2;2;0;
2012-08-21;28;0.47;1;1;0;
2012-08-22;28;0.47;1;1;0;
2012-08-23;28;0.47;1;1;0;
2012-08-24;0;0.0;0;0;0;
2012-08-25;28;0.47;1;1;0;
2012-08-26;343;5.72;8;8;0;
2012-08-27;219;3.65;6;6;0;
2012-08-28;135;2.25;3;3;0;
2012-08-29;189;3.15;3;2;1;
2012-08-30;135;2.25;3;3;0;
2012-08-31;90;1.5;2;2;0;
2012-09-01;404;6.73;8;7;1;
2012-09-02;255;4.25;6;6;0;
2012-09-03;180;3.0;4;4;0;
2012-09-04;191;3.18;5;5;0;
2012-09-05;45;0.75;1;1;0;
2012-09-06;0;0.0;0;0;0;
2012-09-07;0;0.0;0;0;0;
2012-09-08;0;0.0;0;0;0;
2012-09-09;0;0.0;0;0;0;
2012-09-10;0;0.0;0;0;0;
2012-09-11;0;0.0;0;0;0;
2012-09-12;0;0.0;0;0;0;
2012-09-13;0;0.0;0;0;0;
2012-09-14;0;0.0;0;0;0;
2012-09-15;0;0.0;0;0;0;
2012-09-16;205;3.42;2;0;2;
2012-09-17;47;0.78;1;0;1;
2012-09-18;0;0.0;0;0;0;
2012-09-19;0;0.0;0;0;0;
2012-09-20;88;1.47;1;0;1;
2012-09-21;0;0.0;0;0;0;
2012-09-22;104;1.73;1;0;1;
2012-09-23;229;3.82;2;0;2;
2012-09-24;0;0.0;0;0;0;
2012-09-25;0;0.0;0;0;0;
2012-09-26;0;0.0;0;0;0;
2012-09-27;106;1.77;1;0;1;
2012-09-28;0;0.0;0;0;0;
2012-09-29;97;1.62;1;0;1;
2012-09-30;360;6.0;7;6;1;
2012-10-01;88;1.47;3;3;0;
2012-10-02;22;0.37;1;1;0;
2012-10-03;0;0.0;0;0;0;
2012-10-04;0;0.0;0;0;0;
2012-10-05;0;0.0;0;0;0;
2012-10-06;178;2.97;2;0;2;
2012-10-07;0;0.0;0;0;0;
2012-10-08;0;0.0;0;0;0;
2012-10-09;0;0.0;0;0;0;
2012-10-10;0;0.0;0;0;0;
2012-10-11;0;0.0;0;0;0;
2012-10-12;0;0.0;0;0;0;
2012-10-13;223;3.72;10;10;0;
2012-10-14;110;1.83;5;5;0;
2012-10-15;66;1.1;3;3;0;
2012-10-16;66;1.1;3;3;0;
2012-10-17;22;0.37;1;1;0;
2012-10-18;22;0.37;1;1;0;
2012-10-19;0;0.0;0;0;0;
2012-10-20;0;0.0;0;0;0;
2012-10-21;180;3.0;6;4;1;
2012-10-22;0;0.0;0;0;0;
2012-10-23;0;0.0;0;0;0;
2012-10-24;0;0.0;0;0;0;
2012-10-25;0;0.0;1;1;0;
2012-10-26;0;0.0;0;0;0;
2012-10-27;0;0.0;0;0;0;
2012-10-28;360;6.0;4;1;3;
2012-10-29;0;0.0;2;0;0;
2012-10-30;56;0.93;3;0;2;
2012-10-31;0;0.0;0;0;0;
2012-11-01;0;0.0;0;0;0;
2012-11-02;95;1.58;1;0;1;
2012-11-03;287;4.78;4;2;2;
2012-11-04;44;0.73;1;1;0;
2012-11-05;44;0.73;2;2;0;
2012-11-06;0;0.0;0;0;0;
2012-11-07;22;0.37;1;1;0;
2012-11-08;84;1.4;2;2;0;
2012-11-09;84;1.4;2;2;0;
2012-11-10;42;0.7;1;1;0;
2012-11-11;168;2.8;4;4;0;
2012-11-12;0;0.0;0;0;0;
2012-11-13;42;0.7;1;1;0;
2012-11-14;0;0.0;0;0;0;
2012-11-15;0;0.0;0;0;0;
2012-11-16;0;0.0;0;0;0;
2012-11-17;0;0.0;0;0;0;
2012-11-18;0;0.0;0;0;0;
2012-11-19;0;0.0;0;0;0;
2012-11-20;110;1.83;5;5;0;
2012-11-21;94;1.57;1;0;1;
2012-11-22;254;4.23;4;2;2;
2012-11-23;288;4.8;2;0;2;
2012-11-24;251;4.18;4;2;2;
2012-11-25;0;0.0;0;0;0;
2012-11-26;22;0.37;1;1;0;
2012-11-27;0;0.0;0;0;0;
2012-11-28;0;0.0;0;0;0;
2012-11-29;0;0.0;0;0;0;
2012-11-30;113;1.88;1;0;1;
2012-12-01;0;0.0;0;0;0;
2012-12-02;0;0.0;0;0;0;
2012-12-03;0;0.0;0;0;0;
2012-12-04;0;0.0;0;0;0;
2012-12-05;0;0.0;0;0;0;
2012-12-06;82;1.37;1;0;1;
2012-12-07;0;0.0;0;0;0;
2012-12-08;0;0.0;0;0;0;
2012-12-09;526;8.77;8;7;1;
2012-12-10;60;1.0;1;1;0;
2012-12-11;60;1.0;1;1;0;
2012-12-12;120;2.0;2;2;0;
2012-12-13;60;1.0;1;1;0;
2012-12-14;0;0.0;0;0;0;
2012-12-15;97;1.62;1;0;1;
2012-12-16;0;0.0;0;0;0;
2012-12-17;212;3.53;3;1;2;
2012-12-18;223;3.72;6;4;2;
2012-12-19;22;0.37;1;1;0;
2012-12-20;148;2.47;3;2;1;
2012-12-21;0;0.0;0;0;0;
2012-12-22;66;1.1;3;3;0;
2012-12-23;0;0.0;0;0;0;
2012-12-24;132;2.2;4;4;0;
2012-12-25;207;3.45;2;0;2;
2012-12-26;89;1.48;1;0;1;
2012-12-27;0;0.0;0;0;0;
2012-12-28;348;5.8;4;1;3;
2012-12-29;88;1.47;2;2;0;
2012-12-30;97;1.62;2;0;2;
2012-12-31;262;4.37;3;0;3;
2013-01-01;455;7.58;12;11;1;
2013-01-02;110;1.83;2;2;0;
2013-01-03;88;1.47;1;1;0;
2013-01-04;0;0.0;0;0;0;
2013-01-05;290;4.83;9;8;1;
2013-01-06;186;3.1;2;0;2;
2013-01-07;0;0.0;0;0;0;
2013-01-08;0;0.0;0;0;0;
2013-01-09;0;0.0;0;0;0;
2013-01-10;176;2.93;2;2;0;
2013-01-11;0;0.0;0;0;0;
2013-01-12;198;3.3;6;6;0;
2013-01-13;330;5.5;10;9;1;
2013-01-14;122;2.03;3;3;0;
2013-01-15;22;0.37;1;1;0;
2013-01-16;0;0.0;0;0;0;
2013-01-17;25;0.42;1;1;0;
2013-01-18;0;0.0;0;0;0;
2013-01-19;142;2.37;3;2;1;
2013-01-20;25;0.42;1;1;0;
2013-01-21;88;1.47;4;4;0;
2013-01-22;511;8.52;9;4;5;
2013-01-23;44;0.73;2;2;0;
2013-01-24;0;0.0;0;0;0;
2013-01-25;0;0.0;0;0;0;
2013-01-26;81;1.35;1;0;1;
2013-01-27;283;4.72;3;0;3;
2013-01-28;22;0.37;1;1;0;
2013-01-29;0;0.0;0;0;0;
2013-01-30;0;0.0;0;0;0;
2013-01-31;0;0.0;0;0;0;
2013-02-01;0;0.0;0;0;0;
2013-02-02;289;4.82;4;2;2;
2013-02-03;315;5.25;6;5;1;
2013-02-04;0;0.0;0;0;0;
2013-02-05;0;0.0;0;0;0;
2013-02-06;22;0.37;1;1;0;
2013-02-07;0;0.0;0;0;0;
2013-02-08;0;0.0;0;0;0;
2013-02-09;0;0.0;0;0;0;
2013-02-10;68;1.13;1;0;1;
2013-02-11;0;0.0;0;0;0;
2013-02-12;0;0.0;0;0;0;
2013-02-13;0;0.0;0;0;0;
2013-02-14;0;0.0;0;0;0;
2013-02-15;0;0.0;0;0;0;
2013-02-16;0;0.0;0;0;0;
2013-02-17;0;0.0;0;0;0;
2013-02-18;90;1.5;1;0;1;
2013-02-19;0;0.0;0;0;0;
2013-02-20;0;0.0;0;0;0;
2013-02-21;0;0.0;0;0;0;
2013-02-22;0;0.0;0;0;0;
2013-02-23;0;0.0;0;0;0;
2013-02-24;0;0.0;0;0;0;
2013-02-25;0;0.0;0;0;0;
2013-02-26;0;0.0;0;0;0;
2013-02-27;0;0.0;0;0;0;
2013-02-28;0;0.0;0;0;0;
2013-03-01;0;0.0;0;0;0;
2013-03-02;0;0.0;0;0;0;
2013-03-03;0;0.0;0;0;0;
2013-03-04;0;0.0;0;0;0;
2013-03-05;0;0.0;0;0;0;
2013-03-06;0;0.0;0;0;0;
2013-03-07;0;0.0;0;0;0;
2013-03-08;0;0.0;0;0;0;
2013-03-09;0;0.0;0;0;0;
2013-03-10;0;0.0;0;0;0;
2013-03-11;0;0.0;0;0;0;
2013-03-12;276;4.6;4;2;2;
2013-03-13;109;1.82;1;0;1;
2013-03-14;0;0.0;0;0;0;
2013-03-15;0;0.0;0;0;0;
2013-03-16;188;3.13;4;2;2;
2013-03-17;271;4.52;5;4;1;
2013-03-18;0;0.0;0;0;0;
2013-03-19;0;0.0;0;0;0;
2013-03-20;0;0.0;0;0;0;
2013-03-21;0;0.0;0;0;0;
2013-03-22;726;12.1;7;0;7;
2013-03-23;350;5.83;3;0;3;
2013-03-24;0;0.0;0;0;0;
2013-03-25;294;4.9;3;0;3;
2013-03-26;0;0.0;0;0;0;
2013-03-27;0;0.0;0;0;0;
2013-03-28;0;0.0;0;0;0;
2013-03-29;0;0.0;0;0;0;
2013-03-30;75;1.25;3;3;0;
2013-03-31;195;3.25;4;3;1;
2013-04-01;428;7.13;6;2;4;
2013-04-02;268;4.47;8;7;1;
2013-04-03;50;0.83;2;2;0;
2013-04-04;110;1.83;2;1;1;
2013-04-05;0;0.0;0;0;0;
2013-04-06;0;0.0;0;0;0;
2013-04-07;0;0.0;0;0;0;
2013-04-08;0;0.0;0;0;0;
2013-04-09;0;0.0;0;0;0;
2013-04-10;0;0.0;0;0;0;
2013-04-11;0;0.0;0;0;0;
2013-04-12;0;0.0;0;0;0;
2013-04-13;0;0.0;0;0;0;
2013-04-14;0;0.0;0;0;0;
2013-04-15;0;0.0;0;0;0;
2013-04-16;0;0.0;0;0;0;
2013-04-17;0;0.0;0;0;0;
2013-04-18;0;0.0;0;0;0;
2013-04-19;0;0.0;0;0;0;
2013-04-20;0;0.0;0;0;0;
2013-04-21;0;0.0;0;0;0;
2013-04-22;0;0.0;0;0;0;
2013-04-23;0;0.0;0;0;0;
2013-04-24;0;0.0;0;0;0;
2013-04-25;0;0.0;0;0;0;
2013-04-26;177;2.95;3;2;1;
2013-04-27;0;0.0;0;0;0;
2013-04-28;0;0.0;0;0;0;
2013-04-29;0;0.0;0;0;0;
2013-04-30;0;0.0;0;0;0;
2013-05-01;0;0.0;0;0;0;
2013-05-02;0;0.0;0;0;0;
2013-05-03;0;0.0;0;0;0;
2013-05-04;0;0.0;0;0;0;
2013-05-05;0;0.0;0;0;0;
2013-05-06;0;0.0;0;0;0;
2013-05-07;0;0.0;0;0;0;
2013-05-08;81;1.35;1;0;1;
2013-05-09;0;0.0;0;0;0;
2013-05-10;0;0.0;0;0;0;
2013-05-11;0;0.0;0;0;0;
2013-05-12;0;0.0;0;0;0;
2013-05-13;49;0.82;1;1;0;
2013-05-14;49;0.82;1;1;0;
2013-05-15;147;2.45;3;3;0;
2013-05-16;0;0.0;0;0;0;
2013-05-17;0;0.0;0;0;0;
2013-05-18;49;0.82;1;1;0;
2013-05-19;294;4.9;6;6;0;
2013-05-20;283;4.72;7;6;1;
2013-05-21;301;5.02;5;0;5;
2013-05-22;0;0.0;0;0;0;
2013-05-23;76;1.27;1;0;1;
2013-05-24;49;0.82;1;1;0;
2013-05-25;348;5.8;5;3;2;
2013-05-26;245;4.08;5;5;0;
2013-05-27;49;0.82;1;1;0;
2013-05-28;0;0.0;0;0;0;
2013-05-29;0;0.0;0;0;0;
2013-05-30;22;0.37;1;1;0;
2013-05-31;0;0.0;0;0;0;
2013-06-01;98;1.63;2;2;0;
2013-06-02;0;0.0;0;0;0;
2013-06-03;0;0.0;0;0;0;
2013-06-04;49;0.82;1;1;0;
2013-06-05;0;0.0;0;0;0;
2013-06-06;0;0.0;0;0;0;
2013-06-07;0;0.0;0;0;0;
2013-06-08;0;0.0;0;0;0;
2013-06-09;0;0.0;0;0;0;
2013-06-10;0;0.0;0;0;0;
2013-06-11;147;2.45;3;3;0;
2013-06-12;275;4.58;5;4;1;
2013-06-13;0;0.0;0;0;0;
2013-06-14;0;0.0;0;0;0;
2013-06-15;0;0.0;0;0;0;
2013-06-16;0;0.0;0;0;0;
2013-06-17;49;0.82;1;1;0;
2013-06-18;0;0.0;0;0;0;
2013-06-19;22;0.37;1;1;0;
2013-06-20;0;0.0;0;0;0;
2013-06-21;86;1.43;2;0;2;
2013-06-22;147;2.45;3;3;0;
2013-06-23;49;0.82;1;1;0;
2013-06-24;49;0.82;1;1;0;
2013-06-25;170;2.83;4;3;1;
2013-06-26;0;0.0;1;0;1;
