Date;Title;URL;Source;Type;Runtime;Year;Rated;Released;Genre;Director;Actors;Rating;IMDB ID;Series Title;Triage
12/22/16;Sarah & Duck: Season 2: "Lost Librarian / Scooter Stand Hill / Music Fixer";/title/80097061;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/21/16;Paranoid: Season 1: "Episode 8";/title/80123737;Netflix;movie;93;2000;N/A;26 Oct 2000;Crime, Thriller;John Duigan;Jessica Alba, Iain Glen, Jeanne Tripplehorn, Ewen Bremner;3.9;tt0197750;Paranoid;false
12/21/16;Paranoid: Season 1: "Episode 7";/title/80123736;Netflix;movie;93;2000;N/A;26 Oct 2000;Crime, Thriller;John Duigan;Jessica Alba, Iain Glen, Jeanne Tripplehorn, Ewen Bremner;3.9;tt0197750;Paranoid;false
12/21/16;Paranoid: Season 1: "Episode 6";/title/80123735;Netflix;movie;93;2000;N/A;26 Oct 2000;Crime, Thriller;John Duigan;Jessica Alba, Iain Glen, Jeanne Tripplehorn, Ewen Bremner;3.9;tt0197750;Paranoid;false
12/21/16;War Pigs;/title/80072386;Netflix;movie;91;2015;R;18 Sep 2015;Action, War;Ryan Little;Luke Goss, Dolph Lundgren, Chuck Liddell, Mickey Rourke;4.1;tt3779300;War Pigs;false
12/21/16;Sarah & Duck: Season 2: "Parasol Show / Extra Bounce / Cake Relocate";/title/80097060;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/20/16;It's Always Sunny in Philadelphia: Season 9: "Mac and Dennis Buy a Timeshare";/title/70228428;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/20/16;Paranoid: Season 1: "Episode 5";/title/80123734;Netflix;movie;93;2000;N/A;26 Oct 2000;Crime, Thriller;John Duigan;Jessica Alba, Iain Glen, Jeanne Tripplehorn, Ewen Bremner;3.9;tt0197750;Paranoid;false
12/19/16;Paranoid: Season 1: "Episode 4";/title/80123733;Netflix;movie;93;2000;N/A;26 Oct 2000;Crime, Thriller;John Duigan;Jessica Alba, Iain Glen, Jeanne Tripplehorn, Ewen Bremner;3.9;tt0197750;Paranoid;false
12/19/16;Sarah & Duck: Season 2: "Rainbow's Niece / Decorating Donkey / Duck Hotel";/title/80097059;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/18/16;Paranoid: Season 1: "Episode 3";/title/80123732;Netflix;movie;93;2000;N/A;26 Oct 2000;Crime, Thriller;John Duigan;Jessica Alba, Iain Glen, Jeanne Tripplehorn, Ewen Bremner;3.9;tt0197750;Paranoid;false
12/18/16;Paranoid: Season 1: "Episode 2";/title/80123731;Netflix;movie;93;2000;N/A;26 Oct 2000;Crime, Thriller;John Duigan;Jessica Alba, Iain Glen, Jeanne Tripplehorn, Ewen Bremner;3.9;tt0197750;Paranoid;false
12/18/16;It's Always Sunny in Philadelphia: Season 10: "Ass Kickers United: Mac and Charlie Join a Cult";/title/80043923;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/18/16;Sarah & Duck: Season 2: "The Big Sleepover / Paisley Sea / Duck's Quack";/title/80097058;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/18/16;Sarah & Duck: Season 2: "Shallot Circus / Toy Tidy / Plate Escape";/title/80097057;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/18/16;Sarah & Duck: Season 2: "Garden Gaming / Seacow Snow Trail / Origami Overload";/title/80097056;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/18/16;Sarah & Duck: Season 1: "Woollen Music / Doubles / Fairground";/title/80017043;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/18/16;Sarah & Duck: Season 1: "Kite Flight / Umbrella and the Rain / Big Shop";/title/80017042;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/18/16;It's Always Sunny in Philadelphia: Season 10: "Frank Retires";/title/80043922;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/18/16;Sarah & Duck: Season 1: "Tapping Shoes / Bobsleigh / Fireworks Dance";/title/80017046;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/18/16;Sarah & Duck: Season 1: "Coloured Light / Strawberry Souffle / Camera";/title/80017045;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/17/16;Sarah & Duck: Season 2: "Pond Prose / The Art Of Pink/Bug Bop / Duck Flies";/title/80097065;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/17/16;Sarah & Duck: Season 2: "Toggle Tangle / Tummy Talk / Moon's Exhibition";/title/80097064;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/17/16;It's Always Sunny in Philadelphia: Season 10: "The Gang Goes on Family Fight";/title/80043921;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/17/16;It's Always Sunny in Philadelphia: Season 10: "Mac Kills His Dad";/title/80043920;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/16/16;It's Always Sunny in Philadelphia: Season 10: "The Gang Misses the Boat";/title/80043919;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/16/16;Spectral;/title/80098200;Netflix;movie;N/A;2016;PG-13;09 Dec 2016;Action, Sci-Fi, Thriller;Nic Mathieu;Emily Mortimer, Clayne Crawford, Max Martini, James Badge Dale;7.7;tt2106651;Spectral;false
12/16/16;It's Always Sunny in Philadelphia: Season 10: "The Gang Spies Like U.S.";/title/80043918;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/16/16;Paranoid: Season 1: "Episode 1";/title/80123730;Netflix;movie;93;2000;N/A;26 Oct 2000;Crime, Thriller;John Duigan;Jessica Alba, Iain Glen, Jeanne Tripplehorn, Ewen Bremner;3.9;tt0197750;Paranoid;false
12/15/16;American Dad!: Season 5: "Moon over Isla Island";/title/70176633;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
12/15/16;American Dad!: Season 5: "In Country... Club";/title/70176632;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
12/14/16;The IT Crowd: Series 3: "Are We Not Men?";/title/70124257;Netflix;series;25;2006–2013;TV-14;03 Feb 2006;Comedy;N/A;Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry;8.6;tt0487831;The IT Crowd;false
12/14/16;The IT Crowd: Series 3: "From Hell";/title/70124256;Netflix;series;25;2006–2013;TV-14;03 Feb 2006;Comedy;N/A;Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry;8.6;tt0487831;The IT Crowd;false
12/14/16;The IT Crowd: Series 2: "Men Without Women";/title/70120053;Netflix;series;25;2006–2013;TV-14;03 Feb 2006;Comedy;N/A;Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry;8.6;tt0487831;The IT Crowd;false
12/14/16;The IT Crowd: Series 2: "Smoke and Mirrors";/title/70120052;Netflix;series;25;2006–2013;TV-14;03 Feb 2006;Comedy;N/A;Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry;8.6;tt0487831;The IT Crowd;false
12/14/16;The IT Crowd: Series 2: "The Dinner Party";/title/70120051;Netflix;series;25;2006–2013;TV-14;03 Feb 2006;Comedy;N/A;Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry;8.6;tt0487831;The IT Crowd;false
12/14/16;American Dad!: Season 9: "Faking Bad";/title/80045452;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
12/14/16;Sarah & Duck: Season 2: "Fast Slow Bungalow / Bags of Bags / Ribbon Fall";/title/80097055;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/14/16;Sarah & Duck: Season 2: "Sound Jumble / The Mouse's Birthday / Tortoise Snooze";/title/80097054;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/13/16;The IT Crowd: Series 2: "Moss and the German";/title/70120050;Netflix;series;25;2006–2013;TV-14;03 Feb 2006;Comedy;N/A;Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry;8.6;tt0487831;The IT Crowd;false
12/13/16;The IT Crowd: Series 2: "Return of the Golden Child";/title/70120049;Netflix;series;25;2006–2013;TV-14;03 Feb 2006;Comedy;N/A;Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry;8.6;tt0487831;The IT Crowd;false
12/13/16;The IT Crowd: Series 2: "The Work Outing";/title/70120048;Netflix;series;25;2006–2013;TV-14;03 Feb 2006;Comedy;N/A;Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry;8.6;tt0487831;The IT Crowd;false
12/13/16;American Dad!: Season 9: "Independent Movie";/title/80045451;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
12/13/16;Mouk: Season 1: "Souq Surprise / Instruments Do Grow on Trees!";/title/80062966;Netflix;series;N/A;2011–;N/A;19 Sep 2011;Animation;N/A;Tania Farchy, Rachel Williams, Lisa Jacobs, Gwenaelle Jegou;7.4;tt2129477;Mouk;false
12/12/16;It's Always Sunny in Philadelphia: Season 10: "Charlie Work";/title/80043917;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/12/16;It's Always Sunny in Philadelphia: Season 10: "Psycho Pete Returns";/title/80043916;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/12/16;It's Always Sunny in Philadelphia: Season 10: "The Gang Group Dates";/title/80043915;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/12/16;Doctor Foster: Season 1: "Episode 5";/title/80096993;Netflix;series;60;2015–;N/A;N/A;Drama;N/A;Suranne Jones, Bertie Carvel, Tom Taylor, Thusitha Jayasundera;7.9;tt4602768;Doctor Foster;false
12/12/16;Sarah & Duck: Season 2: "Outside Outside / Umbrella Bubbles / Cloud Tower";/title/80097053;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/11/16;It's Always Sunny in Philadelphia: Season 10: "The Gang Beats Boggs";/title/80043914;Netflix;series;22;2005–;TV-MA;04 Aug 2005;Comedy;N/A;Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson;8.8;tt0472954;It's Always Sunny in Philadelphia;false
12/11/16;Doctor Foster: Season 1: "Episode 4";/title/80096992;Netflix;series;60;2015–;N/A;N/A;Drama;N/A;Suranne Jones, Bertie Carvel, Tom Taylor, Thusitha Jayasundera;7.9;tt4602768;Doctor Foster;false
12/11/16;Mouk: Season 1: "Rickshaw / Christmas in the Sun";/title/80062965;Netflix;series;N/A;2011–;N/A;19 Sep 2011;Animation;N/A;Tania Farchy, Rachel Williams, Lisa Jacobs, Gwenaelle Jegou;7.4;tt2129477;Mouk;false
12/11/16;Sarah & Duck: Season 1: "Bug's Button Bank / No More Wool / Octagon Club / Petal Light Picking";/title/80017128;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/11/16;Sarah & Duck: Season 1: "World Bread Day / Pond Princess / Scared of Stairs";/title/80017048;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/10/16;Doctor Foster: Season 1: "Episode 3";/title/80096991;Netflix;series;60;2015–;N/A;N/A;Drama;N/A;Suranne Jones, Bertie Carvel, Tom Taylor, Thusitha Jayasundera;7.9;tt4602768;Doctor Foster;false
12/10/16;Sarah & Duck: Season 1: "Fancy Park / Pipe Conductor / Slow Quest";/title/80017047;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/9/16;Doctor Foster: Season 1: "Episode 2";/title/80096990;Netflix;series;60;2015–;N/A;N/A;Drama;N/A;Suranne Jones, Bertie Carvel, Tom Taylor, Thusitha Jayasundera;7.9;tt4602768;Doctor Foster;false
12/9/16;Doctor Foster: Season 1: "Episode 1";/title/80096989;Netflix;series;60;2015–;N/A;N/A;Drama;N/A;Suranne Jones, Bertie Carvel, Tom Taylor, Thusitha Jayasundera;7.9;tt4602768;Doctor Foster;false
12/9/16;Mouk: Season 1: "Puppet Masters / Bossa Nova";/title/80062964;Netflix;series;N/A;2011–;N/A;19 Sep 2011;Animation;N/A;Tania Farchy, Rachel Williams, Lisa Jacobs, Gwenaelle Jegou;7.4;tt2129477;Mouk;false
12/9/16;Sarah & Duck: Season 1: "Sarah Gets a Cold / Ribbon Sisters / Stargazing";/title/80017044;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/8/16;Get the Gringo;/title/70235479;Netflix;movie;96;2012;R;15 Mar 2012;Action, Crime, Drama;Adrian Grunberg;Mel Gibson, Kevin Hernandez, Daniel Giménez Cacho, Jesús Ochoa;7.0;tt1567609;Get the Gringo;false
12/8/16;Sarah & Duck: Season 1: "Bouncy Ball / Rainbow Lemon / Sit Shop";/title/80017041;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/7/16;How I Met Your Mother: Season 1: "Zip, Zip, Zip";/title/70218494;Netflix;series;22;2005–2014;TV-14;19 Sep 2005;Comedy, Romance;N/A;Josh Radnor, Jason Segel, Cobie Smulders, Neil Patrick Harris;8.4;tt0460649;How I Met Your Mother;false
12/7/16;Sarah & Duck: Season 1: "Cake Bake / Scarf Lady's House /  Robot Juice";/title/80017040;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/7/16;Sarah & Duck: Season 1: "Lots of Shallots / Sarah, Duck and the Penguins / Cheer Up Donkey";/title/80017039;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/6/16;Glitch: Season 1: "There Must Be Rules";/title/80108806;Netflix;series;45;2015–;N/A;09 Jul 2015;Drama;N/A;Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay;7.7;tt4192782;Glitch;false
12/5/16;Glitch: Season 1: "The Impossible Triangle";/title/80108805;Netflix;series;45;2015–;N/A;09 Jul 2015;Drama;N/A;Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay;7.7;tt4192782;Glitch;false
12/5/16;Glitch: Season 1: "There Is No Justice";/title/80108804;Netflix;series;45;2015–;N/A;09 Jul 2015;Drama;N/A;Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay;7.7;tt4192782;Glitch;false
12/5/16;Sarah & Duck: Season 2: "Woolly Memories / Beach Break / Bubble Bumbling";/title/80097063;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/5/16;Sarah & Duck: Season 2: "Wool On Wheels / Lemon Cafe / Star Renovation";/title/80097062;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/4/16;Glitch: Season 1: "Miracle or Punishment";/title/80108803;Netflix;series;45;2015–;N/A;09 Jul 2015;Drama;N/A;Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay;7.7;tt4192782;Glitch;false
12/4/16;Glitch: Season 1: "Am I in Hell?";/title/80108802;Netflix;series;45;2015–;N/A;09 Jul 2015;Drama;N/A;Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay;7.7;tt4192782;Glitch;false
12/4/16;Glitch: Season 1: "The Risen";/title/80108801;Netflix;series;45;2015–;N/A;09 Jul 2015;Drama;N/A;Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay;7.7;tt4192782;Glitch;false
12/3/16;American Dad!: Season 9: "Kung Pao Turkey";/title/80045450;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
12/3/16;Sarah & Duck: Season 1: "Moon Paint / The Play / Bread Bike";/title/80017127;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/3/16;Sarah & Duck: Season 1: "Balloon Race / Puncture Pump / Plate Fog";/title/80017049;Netflix;movie;25;1981;N/A;N/A;Short;Spike Lee;N/A;2.7;tt0209300;Sarah & Duck;false
12/2/16;Primer;/title/60034782;Netflix;movie;77;2004;PG-13;27 May 2005;Drama, Sci-Fi, Thriller;Shane Carruth;Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya;7.0;tt0390384;Primer;false
12/2/16;American Dad!: Season 9: "Crotchwalkers";/title/80045449;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
12/2/16;American Dad!: Season 9: "Buck, Wild";/title/80045448;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
12/1/16;American Dad!: Season 9: "Poltergasm";/title/80045447;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
12/1/16;American Dad!: Season 9: "Steve and Snot's Test-Tubular Adventure";/title/80045446;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/30/16;American Dad!: Season 8: "Da Flippity Flop";/title/70305319;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/30/16;American Dad!: Season 8: "Lost in Space";/title/70305318;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/30/16;American Dad!: Season 8: "The Full Cognitive Redaction of Avery Bullock by the Coward Stan Smith";/title/70305317;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/30/16;American Dad!: Season 8: "The Boring Identity";/title/70305316;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/28/16;Gilmore Girls: A Year in the Life: Season 1: "Fall";/title/80109389;Netflix;series;44;2000–2007;TV-PG;05 Oct 2000;Comedy, Drama;N/A;Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson;8.1;tt0238784;Gilmore Girls;false
11/27/16;Gilmore Girls: A Year in the Life: Season 1: "Summer";/title/80109388;Netflix;series;44;2000–2007;TV-PG;05 Oct 2000;Comedy, Drama;N/A;Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson;8.1;tt0238784;Gilmore Girls;false
11/27/16;American Dad!: Season 8: "The Missing Kink";/title/70305315;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/26/16;American Dad!: Season 8: "Spelling Bee My Baby";/title/70305314;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/26/16;Gilmore Girls: A Year in the Life: Season 1: "Spring";/title/80109387;Netflix;series;44;2000–2007;TV-PG;05 Oct 2000;Comedy, Drama;N/A;Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson;8.1;tt0238784;Gilmore Girls;false
11/26/16;American Dad!: Season 8: "For Black Eyes Only";/title/70305313;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/26/16;American Dad!: Season 8: "Naked to the Limit, One More Time";/title/70305312;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/26/16;American Dad!: Season 8: "Blood Crieth Unto Heaven";/title/70305310;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/26/16;American Dad!: Season 8: "The Adventures of Twill Ongenbone and His Boy Jabari";/title/70305309;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/26/16;American Dad!: Season 8: "Finger Lenting Good";/title/70305308;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/25/16;Gilmore Girls: A Year in the Life: Season 1: "Winter";/title/80109386;Netflix;series;44;2000–2007;TV-PG;05 Oct 2000;Comedy, Drama;N/A;Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson;8.1;tt0238784;Gilmore Girls;false
11/25/16;American Dad!: Season 8: "National Treasure 4: Baby Franny: She's Doing Well: The Hole Story";/title/70305307;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/25/16;American Dad!: Season 8: "Why Can't We Be Friends?";/title/70305305;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/25/16;American Dad!: Season 8: "American Stepdad";/title/70305304;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/24/16;American Dad!: Season 8: "Can I Be Frank With You?";/title/70305303;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/24/16;American Dad!: Season 8: "Killer Vacation";/title/70305302;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/24/16;American Dad!: Season 8: "Love, American Dad Style";/title/70305301;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/24/16;American Dad!: Season 7: "Toy Whorey";/title/70272663;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/24/16;Synchronicity;/title/80075916;Netflix;movie;101;2015;R;22 Jan 2016;Mystery, Sci-Fi, Thriller;Jacob Gentry;Chad McKnight, Brianne Davis, AJ Bowen, Scott Poythress;5.5;tt2049543;Synchronicity;false
11/24/16;Gilmore Girls: Season 3: "A Deep-Fried Korean Thanksgiving";/title/80014040;Netflix;series;44;2000–2007;TV-PG;05 Oct 2000;Comedy, Drama;N/A;Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson;8.1;tt0238784;Gilmore Girls;false
11/24/16;American Dad!: Season 7: "Ricky Spanish";/title/70272662;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
11/23/16;The Imitation Game;/title/70295172;Netflix;movie;114;2014;PG-13;25 Dec 2014;Biography, Drama, Thriller;Morten Tyldum;Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear;8.1;tt2084970;The Imitation Game;false
11/22/16;Infini;/title/80036810;Netflix;movie;110;2015;R;20 May 2015;Horror, Sci-Fi, Thriller;Shane Abbess;Daniel MacPherson, Grace Huang, Luke Hemsworth, Luke Ford;5.4;tt3327624;Infini;false
11/22/16;Gilmore Girls: Season 3: "One's Got Class and the Other One Dyes";/title/80014035;Netflix;series;44;2000–2007;TV-PG;05 Oct 2000;Comedy, Drama;N/A;Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson;8.1;tt0238784;Gilmore Girls;false
11/22/16;Gilmore Girls: Season 3: "Application Anxiety";/title/80014034;Netflix;series;44;2000–2007;TV-PG;05 Oct 2000;Comedy, Drama;N/A;Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson;8.1;tt0238784;Gilmore Girls;false
11/22/16;American Dad!: Season 7: "The Kidney Stays in the Picture";/title/70272661;Netflix;series;22;2005–;TV-14;N/A;Animation, Comedy;N/A;Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes;7.5;tt0397306;American Dad!;false
